name,exth,modelg_r,extj,extk,e_uhmag,exti,ukmag,extg,2kmag,nuvmag,extz,dedeg,e_zmag,e_ukmag,e_uymag,extu,radeg,extr,e_2kmag,2jmag,r50,gmag,uymag,rmag,modelg_i,modelg_j,dgr,2hmag,imag,b_a,extnuv,r90,e_2hmag,e_imag,modelu_j,modelu_k,modelu_i,modelu_r,logmstar,e_uvm2mag,grpcz,uvm2mag,e_rmag,absrmag,modelg_k,zmag,extuvm2,exty,e_umag,cz,e_nuvmag,e_2jmag,e_gmag,uhmag,umag,fl_insample,mhi,emhi,grpsig_gapper,grprproj_smooth,grprproj_stack,grpabsrmag,logmh_dyn,grpsig,logmh_dyn_gapper,grpsig_smooth,logmh,grpn,grprproj,grp,grpsig_stack,logmh_dyn_smooth
rs0898 ,0.02,0.65,0.03,0.01,3.22,0.06,-99.0,0.12,-99.0,22.99,0.05,3.6105631,0.56,-99.0,1.07,0.16,190.27878,0.09,-99.0,-99.0,7.74,18.46,17.19,17.85,0.93,2.14,-0.01,-99.0,17.44,0.84,0.28,17.79,-99.0,0.06,3.49,4.25,2.28,2.0,8.49,-99.0,4619.3,-99.0,0.08,-16.33,2.9,17.25,0.29,0.04,1.46,4619.3,0.83,-99.0,0.06,17.42,19.54,0,224368000.0,0.0,0.0,0.0,0.0,-16.3279,0.0,0.0,0.0,0.0,10.4491,1.0,0.0,9579.0,0.0,0.0
rs0899 ,0.02,0.31,0.03,0.01,0.24,0.08,14.21,0.14,14.34,18.74,0.06,3.7557543,0.04,0.46,0.24,0.2,190.28407,0.1,0.63,15.5,6.5,16.98,15.8,16.55,0.47,1.58,-0.08,14.47,16.32,0.73,0.35,14.65,0.23,0.02,2.65,3.43,1.54,1.38,8.93,-99.0,6885.15,-99.0,0.02,-18.53,2.36,16.31,0.36,0.05,0.05,6939.9,0.04,0.33,0.03,14.56,18.12,1,1507770000.0,139179000.0,79.6985,66.7278,66.7278,-19.1521,12.0162,63.5902,12.2123,66.7278,11.2539,2.0,0.0877125,5141.0,66.7278,12.2465
rs0900 ,0.02,0.33,0.03,0.01,-99.0,0.07,-99.0,0.13,13.9,19.19,0.05,3.6574791,0.04,-99.0,0.11,0.17,190.30952,0.09,0.37,15.49,3.56,17.24,15.88,16.82,0.52,1.66,0.1,14.87,16.6,0.41,0.31,8.65,0.19,0.03,2.78,3.6,1.64,1.46,8.87,-99.0,6885.15,-99.0,0.02,-18.22,2.47,16.45,0.31,0.04,0.09,6838.6,0.11,0.2,0.02,-99.0,18.31,1,782220000.0,226129000.0,79.6985,66.7278,66.7278,-19.1521,12.0162,63.5902,12.2123,66.7278,11.2539,2.0,0.0877125,5141.0,66.7278,12.2465
rs0901 ,0.01,0.26,0.02,0.01,-99.0,0.05,-99.0,0.09,-99.0,19.04,0.03,0.22102385,0.42,-99.0,0.5,0.12,190.33982,0.06,-99.0,-99.0,6.02,17.71,16.38,17.41,0.42,1.59,0.0,-99.0,17.21,0.4,0.21,15.13,-99.0,0.03,2.46,3.3,1.29,1.12,8.15,-99.0,4689.0,-99.0,0.05,-16.79,2.43,17.64,0.21,0.03,0.06,4689.0,0.12,-99.0,0.04,-99.0,18.59,0,1260150000.0,105895000.0,0.0,0.0,0.0,-16.7868,0.0,0.0,0.0,0.0,10.6827,1.0,0.0,9580.0,0.0,0.0
rs0902 ,0.01,0.21,0.02,0.01,0.58,0.04,17.17,0.07,-99.0,20.18,0.03,0.68598782,0.06,0.72,1.04,0.09,190.66221,0.05,-99.0,-99.0,3.59,19.06,18.2,18.82,0.35,1.42,0.07,14.99,18.71,0.54,0.17,6.91,0.53,0.07,2.34,3.13,1.27,1.13,7.55,-99.0,4828.7,-99.0,0.04,-15.42,2.21,18.47,0.17,0.02,0.14,4828.7,4.15,-99.0,0.03,17.09,19.87,0,306967000.0,0.0,0.0,0.0,0.0,-15.421,0.0,0.0,0.0,0.0,9.68283,1.0,0.0,9645.0,0.0,0.0
rs0903 ,0.01,0.43,0.02,0.01,0.03,0.04,11.42,0.07,11.4,16.28,0.03,1.3458922,0.06,0.09,0.04,0.09,190.66958,0.05,0.45,12.14,22.05,14.15,12.7,13.63,0.65,1.79,-0.15,11.19,13.33,0.59,0.17,46.27,0.17,0.02,2.96,3.75,1.81,1.59,10.05,-99.0,4906.91,-99.0,0.05,-20.65,2.58,13.16,0.17,0.02,0.28,4914.3,0.02,0.32,0.08,11.64,15.3,1,6443900000.0,139579000.0,0.0,0.0,0.0,-20.6575,0.0,0.0,0.0,0.0,11.7179,1.0,0.0,3500.0,0.0,0.0
rs0904 ,0.01,0.13,0.01,0.01,0.5,0.03,16.17,0.05,-99.0,20.02,0.02,0.89889166,0.06,2.93,1.06,0.07,190.71726,0.04,-99.0,-99.0,2.4,18.86,17.81,18.7,0.21,1.21,0.06,-99.0,18.58,0.75,0.13,4.86,-99.0,0.04,1.95,2.68,0.94,0.86,7.37,-99.0,4439.7,-99.0,0.03,-15.35,1.95,18.58,0.13,0.02,0.06,4439.7,0.32,-99.0,0.04,17.23,19.61,0,617073000.0,56960600.0,0.0,0.0,0.0,-15.347,0.0,0.0,0.0,0.0,9.59716,1.0,0.0,9581.0,0.0,0.0
rs0905 ,0.02,0.25,0.02,0.01,0.58,0.06,15.56,0.1,-99.0,18.9,0.04,4.1723641,0.1,1.44,-99.0,0.14,191.12032,0.08,-99.0,15.63,9.6,17.56,-99.0,17.28,0.4,1.56,-0.1,-99.0,17.14,0.49,0.25,21.55,-99.0,0.07,2.46,3.29,1.31,1.15,8.31,-99.0,5303.9,-99.0,0.09,-17.19,2.39,16.61,0.26,0.03,0.08,5303.9,0.03,0.74,0.06,15.61,18.44,0,1314250000.0,67744900.0,0.0,0.0,0.0,-17.1908,0.0,0.0,0.0,0.0,10.8306,1.0,0.0,9582.0,0.0,0.0
rs0906 ,0.02,0.34,0.02,0.01,0.21,0.06,14.14,0.1,13.93,18.18,0.04,2.449106,0.07,0.07,0.17,0.14,191.31812,0.08,0.13,14.65,2.73,16.57,15.24,16.16,0.52,1.63,0.07,14.17,15.96,0.75,0.25,9.94,0.24,0.02,2.65,3.41,1.54,1.35,8.95,-99.0,5147.67,-99.0,0.02,-18.24,2.4,15.76,0.26,0.03,0.1,5143.5,0.05,0.17,0.02,14.28,17.56,1,1184990000.0,101935000.0,0.0,0.0,0.0,-18.2212,0.0,0.0,0.0,0.0,11.0609,1.0,0.0,6035.0,0.0,0.0
rs0907 ,0.01,0.38,0.02,0.01,0.22,0.05,14.96,0.1,13.64,18.93,0.04,2.7219633,0.03,0.38,0.25,0.13,191.40457,0.07,0.25,14.92,6.08,17.23,16.05,16.79,0.58,1.72,-0.06,14.13,16.55,0.4,0.23,14.54,0.41,0.03,2.75,3.53,1.61,1.41,8.99,-99.0,6936.59,-99.0,0.07,-18.27,2.5,16.39,0.24,0.03,0.09,6951.9,0.06,0.47,0.02,15.09,18.22,1,2164740000.0,209491000.0,0.0,0.0,0.0,-18.4276,0.0,0.0,0.0,0.0,11.0999,1.0,0.0,6054.0,0.0,0.0
rs0908 ,0.01,0.16,0.02,0.01,0.28,0.04,15.8,0.07,-99.0,18.95,0.03,1.2980678,0.04,0.27,0.14,0.09,191.49052,0.05,-99.0,15.81,1.7,17.78,16.76,17.56,0.26,1.3,0.04,-99.0,17.45,0.7,0.17,4.33,-99.0,0.03,2.1,2.85,1.07,0.96,7.99,-99.0,5083.4,-99.0,0.02,-16.8,2.05,17.38,0.17,0.02,0.04,5083.4,0.16,0.2,0.03,15.65,18.62,0,388938000.0,0.0,0.0,0.0,0.0,-16.7993,0.0,0.0,0.0,0.0,10.688,1.0,0.0,9583.0,0.0,0.0
rs0909 ,0.01,0.47,0.02,0.01,0.11,0.05,14.43,0.09,14.2,19.64,0.04,4.4435528,0.03,0.15,0.43,0.13,191.53444,0.07,0.73,15.24,8.1,17.44,15.7,16.92,0.73,1.99,-0.05,14.67,16.62,0.21,0.22,16.55,0.23,0.03,3.21,4.09,1.95,1.69,9.11,-99.0,6967.49,-99.0,0.02,-18.16,2.87,16.4,0.23,0.03,0.08,7038.2,0.21,0.32,0.02,14.72,18.68,1,3769610000.0,214725000.0,0.0,0.0,0.0,-18.1361,0.0,0.0,0.0,0.0,11.0429,1.0,0.0,6148.0,0.0,0.0
rs0910 ,0.02,0.39,0.03,0.01,-99.0,0.06,-99.0,0.11,-99.0,19.14,0.04,4.1360748,0.5,-99.0,-99.0,0.15,191.78401,0.08,-99.0,-99.0,8.88,17.76,-99.0,17.33,0.66,2.05,0.01,-99.0,17.03,0.18,0.27,18.77,-99.0,0.03,2.97,3.95,1.58,1.32,8.53,-99.0,5433.8,-99.0,0.3,-17.2,3.03,16.83,0.28,0.04,0.09,5433.8,0.27,-99.0,0.04,-99.0,18.74,0,1166100000.0,85324600.0,0.0,0.0,0.0,-17.2025,0.0,0.0,0.0,0.0,10.8344,1.0,0.0,9584.0,0.0,0.0
rs0911 ,0.01,0.21,0.02,0.01,0.31,0.04,-99.0,0.08,-99.0,19.26,0.03,0.64419064,0.79,-99.0,0.57,0.1,191.84831,0.05,-99.0,-99.0,8.36,17.78,16.96,17.47,0.33,1.36,0.02,-99.0,17.32,0.64,0.18,18.51,-99.0,0.03,2.35,3.11,1.31,1.19,8.37,-99.0,6925.91,-99.0,0.09,-17.56,2.12,16.87,0.19,0.02,0.24,6921.8,0.1,-99.0,0.04,16.16,18.54,1,1730670000.0,207681000.0,0.0,0.0,0.0,-17.5704,0.0,0.0,0.0,0.0,10.9379,1.0,0.0,5918.0,0.0,0.0
rs0912 ,0.01,0.48,0.02,0.01,-99.0,0.05,-99.0,0.1,11.34,16.55,0.04,3.038648,0.02,-99.0,-99.0,0.13,191.86711,0.07,0.2,12.23,7.31,14.55,-99.0,14.0,0.74,2.01,0.01,11.83,13.72,0.85,0.23,22.42,0.04,0.02,3.1,3.98,1.84,1.58,9.93,-99.0,5129.1,-99.0,0.02,-20.39,2.88,13.53,0.24,0.03,0.03,5127.4,0.02,0.07,0.02,-99.0,15.65,1,1886670000.0,101298000.0,0.0,0.0,0.0,-20.3857,0.0,0.0,0.0,0.0,11.6109,1.0,0.0,3518.0,0.0,0.0
rs0913 ,0.01,0.25,0.02,0.01,0.5,0.04,16.06,0.07,-99.0,19.83,0.03,0.72637268,0.11,0.58,0.34,0.1,191.87267,0.05,-99.0,-99.0,2.23,18.48,17.48,18.16,0.4,1.55,0.02,-99.0,18.02,0.91,0.18,5.48,-99.0,0.03,2.44,3.26,1.3,1.14,8.15,-99.0,6870.2,-99.0,0.04,-16.85,2.37,17.74,0.18,0.02,0.09,6870.2,0.07,-99.0,0.04,16.2,19.32,0,528960000.0,0.0,0.0,0.0,0.0,-16.8487,0.0,0.0,0.0,0.0,10.7084,1.0,0.0,9585.0,0.0,0.0
rs0914 ,0.01,0.19,0.02,0.01,-99.0,0.04,15.58,0.08,-99.0,19.54,0.03,1.665557,0.12,0.42,0.31,0.1,191.90137,0.06,-99.0,-99.0,5.53,17.79,16.99,17.4,0.3,1.3,-0.05,-99.0,17.18,0.49,0.18,17.76,-99.0,0.12,2.36,3.12,1.36,1.25,8.21,-99.0,5975.0,-99.0,0.12,-17.31,2.06,17.33,0.19,0.02,0.15,5975.0,0.11,-99.0,0.06,-99.0,19.02,0,541447000.0,0.0,0.0,0.0,0.0,-17.3142,0.0,0.0,0.0,0.0,10.8678,1.0,0.0,9586.0,0.0,0.0
rs0915 ,0.01,0.28,0.02,0.01,1.54,0.05,15.71,0.1,-99.0,19.5,0.04,3.1476473,0.05,0.22,1.25,0.13,191.94131,0.07,-99.0,-99.0,2.81,17.99,16.78,17.62,0.44,1.55,0.03,-99.0,17.45,0.52,0.23,6.96,-99.0,0.03,2.53,3.32,1.43,1.26,8.37,-99.0,6172.1,-99.0,0.03,-17.18,2.34,17.27,0.24,0.03,0.06,6172.1,0.23,-99.0,0.04,15.95,18.99,0,563672000.0,0.0,0.0,0.0,0.0,-17.1761,0.0,0.0,0.0,0.0,10.826,1.0,0.0,9587.0,0.0,0.0
rs0916 ,0.01,0.38,0.02,0.01,-99.0,0.05,-99.0,0.1,13.13,17.97,0.04,3.4404763,0.02,-99.0,0.1,0.13,192.11779,0.07,0.37,14.46,9.98,16.26,14.85,15.82,0.61,1.87,-0.06,13.54,15.58,0.23,0.23,22.35,0.1,0.03,2.89,3.77,1.63,1.41,9.27,-99.0,6967.15,-99.0,0.03,-19.24,2.75,15.35,0.24,0.03,0.07,6949.7,0.04,0.25,0.02,-99.0,17.26,1,3512570000.0,209358000.0,0.0,0.0,0.0,-19.2561,0.0,0.0,0.0,0.0,11.2809,1.0,0.0,5167.0,0.0,0.0
rs0917 ,0.02,0.1,0.02,0.01,0.33,0.05,16.21,0.1,-99.0,19.34,0.04,3.484575,0.09,3.79,0.56,0.14,192.13715,0.07,-99.0,-99.0,1.29,18.56,17.56,18.44,0.2,1.32,0.12,-99.0,18.36,0.94,0.24,4.21,-99.0,0.04,1.89,2.72,0.78,0.68,7.89,-99.0,6967.15,-99.0,0.05,-16.6,2.14,18.0,0.25,0.03,0.05,6877.0,0.3,-99.0,0.03,16.72,19.21,0,528095000.0,0.0,0.0,0.0,0.0,-19.2561,0.0,0.0,0.0,0.0,11.2809,1.0,0.0,5167.0,0.0,0.0
rs0918 ,0.01,0.51,0.02,0.01,0.04,0.05,10.56,0.1,10.5,16.99,0.04,0.83255453,0.02,0.01,0.15,0.13,192.17066,0.07,0.16,11.2,5.95,13.73,11.64,13.41,0.83,2.19,0.58,10.67,12.97,0.75,0.23,21.05,0.09,0.03,3.61,4.61,2.24,1.92,10.41,-99.0,6865.5,-99.0,0.02,-21.62,3.2,12.25,0.24,0.03,0.03,6862.5,0.02,0.05,0.02,10.7,14.44,1,929961000.0,181456000.0,0.0,0.0,0.0,-21.613,0.0,0.0,0.0,0.0,12.1969,1.0,0.0,3522.0,0.0,0.0
rs0919 ,0.01,0.2,0.02,0.01,0.14,0.05,14.12,0.09,-99.0,18.0,0.03,1.9880536,0.07,0.5,0.32,0.12,192.24909,0.06,-99.0,15.22,8.54,16.55,15.41,16.28,0.32,1.39,-0.01,14.19,16.13,0.34,0.21,20.92,0.21,0.04,2.33,3.11,1.25,1.13,8.75,-99.0,6116.85,-99.0,0.02,-18.49,2.18,16.05,0.21,0.03,0.06,6122.3,0.03,0.2,0.02,14.52,17.45,1,2491290000.0,162475000.0,0.0,0.0,0.0,-18.4804,0.0,0.0,0.0,0.0,11.1099,1.0,0.0,6002.0,0.0,0.0
rs0920 ,0.02,0.39,0.03,0.01,0.14,0.07,15.43,0.12,-99.0,20.2,0.05,3.6320816,0.06,0.47,0.15,0.16,192.38373,0.09,-99.0,-99.0,3.44,17.95,16.57,17.45,0.6,1.73,0.13,-99.0,17.2,0.48,0.29,8.55,-99.0,0.03,2.92,3.71,1.79,1.58,8.71,-99.0,6971.04,-99.0,0.06,-17.61,2.52,17.09,0.29,0.04,0.13,6917.3,0.08,-99.0,0.03,15.5,19.09,1,3226390000.0,184365000.0,7.05476,58.8075,58.8075,-20.1126,9.3962,5.62889,9.59232,58.8075,11.5199,2.0,0.0268547,3524.0,58.8075,12.0901
rs0921 ,0.02,0.39,0.03,0.01,0.04,0.07,12.87,0.12,12.34,17.18,0.05,3.6043883,0.02,0.11,0.1,0.16,192.39758,0.09,0.46,13.5,5.88,15.54,14.09,15.08,0.59,1.75,-0.14,12.94,14.83,0.86,0.29,13.91,0.12,0.03,2.77,3.56,1.61,1.41,9.69,-99.0,6971.04,-99.0,0.02,-20.0,2.54,14.67,0.29,0.04,0.04,6974.2,0.02,0.2,0.02,13.12,16.59,1,3279690000.0,187411000.0,7.05476,58.8075,58.8075,-20.1126,9.3962,5.62889,9.59232,58.8075,11.5199,2.0,0.0268547,3524.0,58.8075,12.0901
rs0922 ,0.01,0.25,0.02,0.01,0.24,0.04,14.5,0.07,-99.0,18.34,0.03,1.1951226,0.05,0.5,0.19,0.1,192.87748,0.05,-99.0,15.23,4.65,16.8,15.64,16.44,0.39,1.49,-0.11,14.41,16.27,0.79,0.18,9.4,0.36,0.03,2.46,3.25,1.37,1.22,8.85,-99.0,6882.94,-99.0,0.02,-18.57,2.27,16.18,0.19,0.02,0.04,6882.9,0.03,0.3,0.04,14.72,17.75,1,2760860000.0,205353000.0,0.0,0.0,0.0,-18.5725,0.0,0.0,0.0,0.0,11.1259,1.0,0.0,5956.0,0.0,0.0
rs0923 ,0.01,0.3,0.02,0.01,0.46,0.05,15.14,0.09,14.05,18.59,0.04,1.6709691,0.06,0.65,0.25,0.12,192.91102,0.07,0.28,15.79,8.78,17.15,16.05,16.76,0.46,1.57,0.0,-99.0,16.53,0.33,0.22,22.24,-99.0,0.02,2.49,3.27,1.38,1.22,8.55,-99.0,5125.92,-99.0,0.05,-17.63,2.35,16.5,0.22,0.03,0.05,5125.9,0.05,0.32,0.03,15.27,17.93,1,999731000.0,88583800.0,0.0,0.0,0.0,-17.5851,0.0,0.0,0.0,0.0,10.9409,1.0,0.0,835.0,0.0,0.0
rs0924 ,0.02,0.52,0.03,0.01,1.26,0.06,15.17,0.11,12.97,20.39,0.04,2.2890901,0.28,0.73,0.59,0.15,193.0964,0.08,0.36,-99.0,12.9,17.56,16.37,16.87,0.75,1.9,0.13,-99.0,16.76,0.72,0.27,26.47,-99.0,0.04,3.21,3.99,2.06,1.83,8.87,-99.0,6805.9,-99.0,0.1,-18.15,2.67,16.29,0.28,0.04,1.03,6805.9,0.83,-99.0,0.07,15.35,17.49,1,173881000.0,30075900.0,0.0,0.0,0.0,-18.1531,0.0,0.0,0.0,0.0,11.0469,1.0,0.0,9423.0,0.0,0.0
rs0926 ,0.02,0.39,0.03,0.01,0.23,0.07,15.6,0.13,-99.0,19.45,0.05,2.7016858,0.07,0.72,0.18,0.17,193.38208,0.09,-99.0,-99.0,3.1,17.99,16.73,17.51,0.6,1.76,0.05,-99.0,17.2,0.59,0.31,9.51,-99.0,0.05,2.78,3.57,1.62,1.41,8.49,-99.0,5155.4,-99.0,0.04,-16.92,2.55,17.06,0.31,0.04,0.09,5155.4,1.29,-99.0,0.04,15.5,18.92,0,374075000.0,0.0,0.0,0.0,0.0,-16.9177,0.0,0.0,0.0,0.0,10.7359,1.0,0.0,9588.0,0.0,0.0
rs0927 ,0.01,0.65,0.02,0.01,-99.0,0.05,13.14,0.09,12.88,19.6,0.04,0.17529794,0.03,0.03,0.04,0.13,193.52232,0.07,0.33,14.03,12.98,16.82,14.71,16.12,1.01,2.53,-0.1,13.77,15.71,0.15,0.22,25.17,0.43,0.02,3.98,4.97,2.46,2.1,9.71,-99.0,6694.77,-99.0,0.02,-18.85,3.52,15.33,0.23,0.03,0.19,6694.8,0.04,0.18,0.02,-99.0,18.18,1,1477700000.0,98084200.0,0.0,0.0,0.0,-18.8702,0.0,0.0,0.0,0.0,11.1909,1.0,0.0,5631.0,0.0,0.0
rs0930 ,0.02,0.24,0.03,0.01,0.12,0.07,14.52,0.12,-99.0,18.21,0.05,2.9399781,0.1,0.41,0.17,0.17,193.88558,0.09,-99.0,15.45,4.81,16.95,15.84,16.62,0.39,1.47,-0.07,14.25,16.43,0.59,0.3,10.04,0.49,0.02,2.37,3.13,1.28,1.14,8.55,-99.0,5291.76,-99.0,0.02,-17.86,2.24,16.13,0.3,0.04,0.07,5290.8,0.05,0.26,0.04,14.96,17.82,1,849374000.0,107857000.0,0.0,0.0,0.0,-17.8617,0.0,0.0,0.0,0.0,10.9949,1.0,0.0,6069.0,0.0,0.0
rs0931 ,0.01,0.28,0.02,0.01,-99.0,0.04,-99.0,0.07,-99.0,18.8,0.03,1.9854852,0.41,-99.0,-99.0,0.1,193.98685,0.05,-99.0,15.51,7.9,17.36,-99.0,17.07,0.47,1.73,-0.08,14.31,16.86,0.43,0.17,16.14,0.26,0.07,2.67,3.58,1.41,1.22,8.69,-99.0,6866.45,-99.0,0.03,-17.94,2.64,16.64,0.17,0.02,0.17,6872.2,0.07,0.47,0.05,-99.0,18.48,1,1716190000.0,154520000.0,0.0,0.0,0.0,-18.0636,0.0,0.0,0.0,0.0,11.0309,1.0,0.0,6001.0,0.0,0.0
rs0932 ,0.02,0.21,0.03,0.01,0.35,0.06,14.87,0.11,-99.0,18.13,0.04,2.3702855,0.16,0.67,0.25,0.15,194.34347,0.08,-99.0,15.34,6.02,16.91,15.97,16.62,0.34,1.43,-0.07,13.64,16.45,0.59,0.26,13.24,0.34,0.02,2.27,3.05,1.19,1.06,8.61,-99.0,6120.45,-99.0,0.03,-18.17,2.21,16.35,0.27,0.03,0.05,6121.8,0.04,0.15,0.03,15.1,17.7,1,1209340000.0,108299000.0,0.0,0.0,0.0,-18.1564,0.0,0.0,0.0,0.0,11.0479,1.0,0.0,6027.0,0.0,0.0
rs0933 ,0.02,0.18,0.03,0.01,-99.0,0.06,-99.0,0.11,14.35,18.13,0.04,3.9228019,0.09,-99.0,0.23,0.15,194.3904,0.08,0.39,15.73,6.2,17.12,16.31,16.86,0.3,1.37,0.05,-99.0,16.76,0.52,0.26,12.72,-99.0,0.03,2.11,2.89,1.05,0.93,8.57,-99.0,6974.42,-99.0,0.02,-18.21,2.14,16.57,0.27,0.03,0.04,6983.2,0.03,0.16,0.02,-99.0,17.86,1,1878950000.0,211382000.0,0.0,0.0,0.0,-18.2041,0.0,0.0,0.0,0.0,11.0569,1.0,0.0,6123.0,0.0,0.0
rs0934 ,0.02,0.38,0.03,0.01,0.11,0.06,14.67,0.11,-99.0,19.19,0.04,3.4452756,0.09,0.35,0.3,0.15,194.40333,0.08,-99.0,15.33,4.51,17.33,15.92,16.84,0.6,1.82,0.07,-99.0,16.65,0.69,0.27,10.61,-99.0,0.03,2.92,3.77,1.69,1.48,8.91,-99.0,6873.64,-99.0,0.03,-18.2,2.68,16.27,0.27,0.03,0.07,6885.3,0.06,0.48,0.04,14.65,18.39,1,365578000.0,0.0,0.0,0.0,0.0,-18.194,0.0,0.0,0.0,0.0,11.0549,1.0,0.0,6101.0,0.0,0.0
rs0935 ,0.01,0.29,0.02,0.01,0.25,0.05,14.18,0.1,-99.0,18.12,0.04,3.7228707,0.05,0.16,0.29,0.13,194.47101,0.07,-99.0,14.12,7.33,16.64,15.45,16.29,0.46,1.59,-0.15,-99.0,16.08,0.64,0.23,14.48,-99.0,0.03,2.55,3.35,1.42,1.25,9.03,-99.0,6996.21,-99.0,0.02,-18.77,2.39,15.95,0.24,0.03,0.08,6981.6,0.02,0.37,0.02,14.43,17.6,1,1995470000.0,187809000.0,0.0,0.0,0.0,-18.7888,0.0,0.0,0.0,0.0,11.1729,1.0,0.0,5198.0,0.0,0.0
rs0936 ,0.02,0.46,0.02,0.01,0.06,0.06,13.61,0.1,13.81,19.32,0.04,4.3935624,0.02,0.08,0.05,0.14,194.66448,0.08,0.21,14.52,3.39,16.57,14.9,16.05,0.69,1.89,-0.01,13.71,15.79,0.47,0.25,7.8,0.08,0.02,3.19,4.03,1.99,1.76,9.33,-99.0,7071.8,-99.0,0.02,-19.04,2.73,15.58,0.26,0.03,0.05,7041.9,0.2,0.07,0.02,13.95,17.94,0,751305000.0,0.0,0.0,0.0,0.0,-19.0506,0.0,0.0,0.0,0.0,11.2309,1.0,0.0,7938.0,0.0,0.0
rs0937 ,0.01,0.18,0.02,0.01,0.77,0.04,14.73,0.07,-99.0,19.28,0.03,1.824412,0.47,1.37,5.12,0.1,194.74201,0.05,-99.0,-99.0,5.69,17.87,16.55,17.62,0.29,1.36,-0.04,-99.0,17.56,0.77,0.18,14.05,-99.0,0.07,2.28,3.07,1.22,1.1,8.03,-99.0,5203.8,-99.0,0.1,-16.79,2.14,16.68,0.19,0.02,0.25,5203.8,0.06,-99.0,0.09,15.97,18.81,0,1369450000.0,143466000.0,0.0,0.0,0.0,-16.7893,0.0,0.0,0.0,0.0,10.6838,1.0,0.0,9589.0,0.0,0.0
rs0938 ,0.01,0.18,0.02,0.01,2.28,0.04,16.93,0.08,-99.0,19.41,0.03,1.4994235,0.1,0.79,2.23,0.1,194.8226,0.06,-99.0,-99.0,5.49,18.25,16.37,18.08,0.29,1.29,-0.11,-99.0,17.95,0.51,0.18,13.95,-99.0,0.05,2.26,3.0,1.25,1.15,7.99,-99.0,6192.7,-99.0,0.03,-16.71,2.03,17.42,0.19,0.02,0.29,6192.7,0.27,-99.0,0.12,16.51,19.35,0,3453960000.0,166234000.0,0.0,0.0,0.0,-16.7061,0.0,0.0,0.0,0.0,10.6473,1.0,0.0,9590.0,0.0,0.0
rs0939 ,0.01,0.22,0.02,0.01,0.96,0.05,15.95,0.09,-99.0,20.47,0.03,1.3111113,0.08,1.22,0.41,0.12,194.82358,0.06,-99.0,15.95,3.83,18.35,17.49,18.0,0.33,1.39,0.08,-99.0,17.75,0.52,0.22,10.7,-99.0,0.26,2.56,3.35,1.49,1.38,8.05,-99.0,6162.0,-99.0,0.2,-16.79,2.19,17.93,0.22,0.03,0.14,6162.0,0.95,0.24,0.08,16.25,19.69,0,588773000.0,0.0,0.0,0.0,0.0,-16.7895,0.0,0.0,0.0,0.0,10.6838,1.0,0.0,9591.0,0.0,0.0
rs0940 ,0.02,0.73,0.04,0.01,0.18,0.08,13.2,0.15,12.93,21.2,0.06,4.9757294,0.06,0.14,0.1,0.2,194.90847,0.11,0.24,14.01,3.39,16.58,14.52,15.81,1.07,2.38,-0.04,13.12,15.44,0.59,0.36,11.38,0.34,0.02,3.88,4.78,2.57,2.23,9.87,-99.0,7152.12,-99.0,0.06,-19.33,3.28,15.15,0.37,0.05,0.04,7115.9,1.14,0.08,0.03,13.43,18.27,0,1535330000.0,199457000.0,45.0796,98.4775,98.4775,-19.9169,11.3475,39.8244,11.4551,98.4775,11.4569,3.0,0.0479554,7893.0,98.4775,12.5806
rs0941 ,0.02,0.29,0.03,0.01,0.17,0.06,-99.0,0.11,-99.0,18.93,0.04,4.1548507,0.24,-99.0,-99.0,0.15,194.9859,0.08,-99.0,15.92,5.81,17.46,-99.0,17.07,0.45,1.53,-0.11,-99.0,16.86,0.43,0.27,13.63,-99.0,0.02,2.5,3.25,1.43,1.27,8.71,-99.0,7023.44,-99.0,0.03,-18.02,2.27,17.03,0.28,0.04,0.09,7016.8,0.05,0.13,0.02,15.62,18.39,0,2134210000.0,142280000.0,0.0,0.0,0.0,-18.0523,0.0,0.0,0.0,0.0,11.0289,1.0,0.0,6135.0,0.0,0.0
rs0942 ,0.02,0.62,0.02,0.01,0.03,0.06,12.71,0.1,12.66,19.16,0.04,0.45298555,0.04,0.02,0.03,0.14,195.01961,0.08,0.34,13.7,4.31,16.53,14.4,15.83,0.96,2.55,-0.12,13.03,15.46,0.39,0.25,10.49,0.11,0.02,3.94,4.96,2.35,2.01,9.67,-99.0,6574.69,-99.0,0.02,-19.12,3.57,15.16,0.26,0.03,0.07,6597.2,0.04,0.05,0.02,13.09,17.84,1,2431610000.0,230583000.0,0.0,0.0,0.0,-19.1006,0.0,0.0,0.0,0.0,11.2449,1.0,0.0,5906.0,0.0,0.0
rs0943 ,0.01,0.21,0.02,0.01,0.5,0.04,15.45,0.07,-99.0,18.67,0.03,1.5576408,0.08,0.98,0.29,0.1,195.06832,0.05,-99.0,15.71,4.81,17.35,16.59,17.08,0.34,1.39,0.03,-99.0,16.9,0.45,0.17,12.78,-99.0,0.03,2.31,3.07,1.25,1.12,8.43,-99.0,6070.53,-99.0,0.03,-17.66,2.15,16.86,0.18,0.02,0.05,6057.7,0.1,0.45,0.02,15.73,18.32,1,2969210000.0,176739000.0,0.0,0.0,0.0,-17.6204,0.0,0.0,0.0,0.0,10.9459,1.0,0.0,5978.0,0.0,0.0
